sample	path	BTau_norm	TTau_norm	BTau	TTau	totalCounts	name
11472_CER.FCC7E15ACXX_L2ITAGCTT		1.9476845067311406	298.3230714637688	238	36454	122196382	11472_CER.FCC7E15ACXX_L2ITAGCTT.snap.bam
11503_CER.FCC7BR1ACXX_L5ITTAGGC		2.467609163521923	336.13128301366015	299	40729	121169918	11503_CER.FCC7BR1ACXX_L5ITTAGGC.snap.bam
11342_CER.FCC7L0WACXX_L6ITAGCTT		4.710977211603732	380.1896588176267	956	77152	202930296	11342_CER.FCC7L0WACXX_L6ITAGCTT.snap.bam
11292_CER.FCC7BMUACXX_L8IACTGAT		2.948355826473516	305.31942071964215	412	42665	139738900	11292_CER.FCC7BMUACXX_L8IACTGAT.snap.bam
11288_CER.FCC7KUNACXX_L2IGATCAG		1.383945448560939	248.4009086985815	240	43077	173417240	11288_CER.FCC7KUNACXX_L2IGATCAG.snap.bam
11430_CER.FCC79ETACXX_L8IGAGTGG		2.1315223425245193	260.61104258318267	230	28121	107904100	11430_CER.FCC79ETACXX_L8IGAGTGG.snap.bam
11424_CER.FCC7BR1ACXX_L1IATCACG		3.5166540523373304	317.18324349300025	334	30125	94976644	11424_CER.FCC7BR1ACXX_L1IATCACG.snap.bam
11474_CER.FCC7DRJACXX_L4IATTCCT		1.2890963052077955	321.67510226114524	198	49408	153595972	11474_CER.FCC7DRJACXX_L4IATTCCT.snap.bam
11263_CER.FCC7E15ACXX_L6IGATCAG		2.3469533169035346	316.04512363885146	278	37436	118451440	11263_CER.FCC7E15ACXX_L6IGATCAG.snap.bam
6872_CER.FCC7983ACXX_L3IGTTTCG		7.09171378189473	338.4221076827556	770	36745	108577422	6872_CER.FCC7983ACXX_L3IGTTTCG.snap.bam
7016_CER.FCC7983ACXX_L3ICGTACG		4.116518887019747	338.940809716053	487	40098	118303842	7016_CER.FCC7983ACXX_L3ICGTACG.snap.bam
787_CER.FCC79ALACXX_L7IGGCTAC		1.956209178491696	332.95933305658656	281	47828	143645170	787_CER.FCC79ALACXX_L7IGGCTAC.snap.bam
1027_CER.FCC7BR1ACXX_L2IGATCAG		3.5427528971835365	350.5805688684759	373	36911	105285356	1027_CER.FCC7BR1ACXX_L2IGATCAG.snap.bam
11440_CER.FCC79ETACXX_L6IGATCAG		3.9211634594149434	427.4602389217249	367	40008	93594670	11440_CER.FCC79ETACXX_L6IGATCAG.snap.bam
